id,commercial,address,building_type,rooms_count,residents_count,cons_jan,cons_feb,cons_may,cons_apr,cons_mar,cons_jun,cons_jul,cons_aug,cons_sep,cons_oct,cons_nov,cons_dec,area
6459,1,"Краснодарский край, р-н Анапский, село Витязево, ул Знойная, д. 9 ",Частный,3,1,1191,1086,1191,1156,111,2077,2353,2669,2158,405,308,553,
6460,0,"Краснодарский край, р-н Тихорецкий, х Ленинский, ул Ленина, д. 25 ",Частный,1,1,6345,4052,4509,2941,4007,815,1058,769,691,743,3408,1800,126.50
6461,0,"Краснодарский край, р-н Кущевский, ст-ца Кущевская, пер Школьный, д. 33 ",Частный,4,2,398,407,401,637,418,842,1021,1122,572,302,313,311,107.40
6462,1,"Краснодарский край, р-н Анапский, село Витязево, ул Горького, д. 101 ",Частный,15,3,9133,8013,733,14933,32893,32893,32893,32893,32973,23653,10213,7133,500.00
6463,1,"Краснодарский край, р-н Анапский, село Витязево, проезд Александрийский, д. 8 ",Частный,6,2,148,7588,32188,20788,18688,25768,1948,33418,14458,148,958,178,
6464,1,"Краснодарский край, р-н Туапсинский, с Ольгинка, ул Морская, д. 6 ",Частный,5,1,1636,880,791,792,805,2473,5572,7458,5473,1602,966,717,296.40
6465,1,"Республика Адыгея, г Майкоп, ул Пушкина, д. 221 ",Частный,5,1,627,779,672,928,898,1790,12,,11,229,1725,1726,558.30
6466,0,"Краснодарский край, г Геленджик, с Архипо-Осиповка, ул Луговая, д. 12 ",Частный,3,1,100,110,100,97,88,591,3034,3508,1455,30,102,25,256.50
6467,0,"Краснодарский край, р-н Анапский, х Усатова Балка, пер Финченко, д. 6 ",Прочий,,,1977,1808,1876,1693,1827,718,808,779,603,1433,2312,1608,
6468,1,"Краснодарский край, р-н Туапсинский, пгт Новомихайловский, ул Мира, д. 101 ",Частный,3,2,1198,935,872,723,481,334,687,687,665,650,714,496,
6469,0,"Республика Адыгея, г Майкоп, ул Российская, д. 31 ",Прочий,,,603,634,565,760,646,973,1383,1447,487,720,814,607,
6470,1,"Краснодарский край, р-н Крымский, ст-ца Варениковская, ул Мира, д. 50 ",Частный,3,1,4918,29,9795,4858,5200,5647,5258,6718,5702,4161,4322,4400,39.00
6471,0,"Краснодарский край, р-н Анапский, г Анапа, ул Чистая, д. 37 ",Частный,1,1,13384,10101,11541,9381,8421,11061,14661,17541,12741,9621,10821,11301,
6472,1,"Краснодарский край, р-н Новокубанский, с Ковалевское, ул Первомайская, д. 61 ",Частный,4,10,1142,1220,730,395,1014,253,428,267,253,284,1269,1451,
6473,0,"Республика Адыгея, г Майкоп, ул Хакурате, д. 521 ",Частный,3,3,,497,,542,284,980,414,454,395,,1429,250,
6474,1,"Краснодарский край, р-н Туапсинский, пгт Джубга, мкр Южный, д. 53 ",Прочий,,,114,40,37,48,119,218,1467,1916,613,64,102,61,700.00
6475,0,"Краснодарский край, г Геленджик, с Архипо-Осиповка, ул Вуланская, д. 2 ",Частный,3,1,4284,4878,2984,3044,3656,570,4377,2218,1994,490,4112,3698,26.00
6476,0,"Краснодарский край, р-н Новокубанский, ст-ца Советская, ул Бурдовой, д. 50 ",Частный,3,3,,329,1275,400,2030,2714,,1076,1919,1841,1348,2459,170.00
6477,1,"Краснодарский край, р-н Анапский, ст.Благовещенская, пер Вишневый, д. 19 ",Частный,3,2,1650,153,2766,1672,2803,3835,9714,10911,9422,12393,906,1789,999.50
6478,1,"Краснодарский край, р-н Туапсинский, с Ольгинка, мкр. Горизонт, д. 52 ",Прочий,,,5800,9400,4000,5200,5200,12900,8340,11910,8760,7200,5400,3600,
6479,1,"Краснодарский край, р-н Туапсинский, пгт Джубга, мкр Южный, д. 46 ",Частный,4,4,1311,1196,1171,1234,1043,1775,1775,4407,1744,1069,1428,1171,107.30
6480,0,"Краснодарский край, р-н Успенский, с Вольное, ул Октябрьская, д. 21 ",Частный,3,1,1717,1404,1289,1212,1394,46,1965,1798,2029,2479,1939,1440,
6481,1,"Краснодарский край, р-н Анапский, с Сукко, ул Центральная, д. 8 ",Частный,1,1,3312,3331,2906,3198,3303,,3135,3715,2664,2376,2832,3927,100.00
6482,1,"Краснодарский край, г Геленджик, с Криница, ул Мира, д. 66 ",Частный,3,2,3568,3398,2326,2023,719,2255,9936,10058,6516,1470,2070,2946,731.90
6483,1,"Краснодарский край, р-н Новокубанский, ст-ца Прочноокопская, ул Набережная, д. 1 2",Прочий,,,679,1955,2202,2889,1843,2190,2180,1395,1800,1237,947,1516,
6484,1,"Краснодарский край, р-н Отрадненский, ст-ца Отрадная, ул Октябрьская, д. 101 ",Частный,5,6,312,312,312,312,312,288,312,312,312,312,312,312,
6485,1,"Краснодарский край, р-н Анапский, село Витязево, ул Мира, д. 221 б",Частный,3,3,1416,1464,932,549,2379,13814,0,85039,3889,4160,175,2667,1412.70
6486,0,"Краснодарский край, г Геленджик, с Криница, ул Верхняя, д. 10 2",Частный,3,3,2664,1347,2667,56,1476,228,233,140,54,46,64,504,
6487,0,"Краснодарский край, р-н Отрадненский, ст-ца Отрадная, ул Октябрьская, д. 111 ",Частный,3,1,2638,2479,2251,2609,826,1009,1119,1066,1017,1185,1964,1931,23.70
6488,0,"Республика Адыгея, р-н Гиагинский, ст-ца Дондуковская, ул Партизанская, д. 73 , кв. 2 ",Частный,3,2,6001,4865,4523,3766,4456,5815,4184,6423,4434,4626,3821,3125,77.60
6489,1,"Краснодарский край, р-н Туапсинский, пгт Джубга, мкр Южный, д. 61 ",Прочий,,,843,866,636,790,491,467,3077,2346,812,294,746,491,431.30
6490,1,"Краснодарский край, р-н Туапсинский, с Лермонтово, мкр Восточный, д. 1 ",Частный,6,3,3812,3443,586,,1055,3723,4164,3836,2264,553,717,7667,169.40
6491,0,"Краснодарский край, р-н Гулькевичский, п Мирный, ул Мира, д. 1 ",Частный,2,4,815,603,554,537,609,,276,,405,521,558,475,44.10
6492,0,"Республика Адыгея, р-н Майкопский, п Гузерипль, ул Лесная, д. 21 ",Частный,1,1,8261,4635,915,445,6555,526,682,727,444,824,7748,12330,
6493,1,"Краснодарский край, р-н Туапсинский, с Лермонтово, ул Михаила Лермонтова, д. 23 ",Прочий,,,730,1068,752,598,577,681,1084,1216,888,300,787,395,693.00
6494,1,"Краснодарский край, р-н Туапсинский, пгт Новомихайловский, ул Морская, д. 37 А",Частный,2,3,,,,280,565,1327,2406,,2109,559,5,3,52.00
6495,0,"Краснодарский край, г Сочи, р-н Хостинский, ул Дарвина, д. 31 , кв. 2 ",Частный,1,3,5414,3449,3883,4076,147,11195,12226,10710,18142,7833,5483,3326,79.00
6496,1,"Краснодарский край, г Сочи, р-н Хостинский, ул Володарского, д. 2 А",Частный,,3,5312,5430,4937,4815,4911,5003,4767,4999,4038,4503,5338,5135,1299.00
6497,0,"Краснодарский край, р-н Туапсинский, с Тенгинка, ул Шаумяна, д. 4 а",Частный,3,1,717,656,604,628,668,467,505,392,104,201,743,674,
6498,1,"Краснодарский край, р-н Туапсинский, с Дефановка, ул Центральная, д. 37 ",Частный,1,1,1080,1109,738,583,156,193,296,458,300,322,493,817,39.00
6499,1,"Краснодарский край, р-н Гулькевичский, х Красная Поляна, ул Коммунальная, д. 6 , кв. 1 ",Частный,3,1,496,329,359,385,377,736,869,572,727,359,303,364,54.60
6500,1,"Краснодарский край, г Сочи, р-н Хостинский, ул Фурманова, д. 12 , кв. 1 ",Частный,3,2,1036,1332,915,792,451,116,1,32,75,369,233,267,
6501,1,"Краснодарский край, р-н Туапсинский, с Ольгинка, пер Ореховый, д. 5 ",Частный,3,3,1,1,25,16,347,4,7,,44,11,1,0,
6502,1,"Краснодарский край, р-н Туапсинский, с Ольгинка, ул Приморская, д. 45 ",Частный,6,1,5019,2067,2067,2067,2067,2067,3768,19179,6408,3642,3681,4747,633.80
6503,1,"Краснодарский край, г Сочи, с Хлебороб, ул Центральная, д. 0 ",Частный,3,1,5460,4357,2144,3877,4276,5349,5690,6317,5554,4178,3741,2548,537.00
6504,0,"Краснодарский край, р-н Гулькевичский, с Новомихайловское, ул Ярославского, д. 26 а",Частный,3,4,616,652,1449,1077,590,364,397,399,275,937,441,327,55.40
6505,0,"Краснодарский край, р-н Новокубанский, х Горькая Балка, ул Красноармейская, д. 42 , кв. 1 ",Частный,3,2,2845,3138,2712,2367,99,1218,343,300,288,1759,1697,2051,53.30
6506,1,"Краснодарский край, р-н Отрадненский, ст-ца Отрадная, ул Октябрьская, д. 251 ",Частный,3,3,301,290,285,278,303,206,406,414,246,238,879,334,68.40
6507,1,"Краснодарский край, г Сочи, р-н Хостинский, ул Сухумское шоссе, д. 0 ",Частный,3,3,3312,3371,2551,2108,1712,90,1182,1550,1224,1206,2124,2899,700.00
6508,0,"Краснодарский край, р-н Гулькевичский, с Майкопское, ул Кирова, д. 72 , кв. 6 ",Частный,2,4,1003,1198,968,590,899,249,258,258,,559,614,649,39.00
6509,0,"Краснодарский край, р-н Отрадненский, п Урупский, ул Комсомольская, д. 17 , кв. 2 ",Частный,2,1,2001,2018,1866,1596,1809,,306,429,519,747,1007,1390,
6510,0,"Краснодарский край, г Сочи, р-н Хостинский, ул Глазунова, д. 11 а",Частный,3,3,8273,7560,5979,4340,213,1954,2157,1844,1762,1980,4233,4495,
6511,0,"Краснодарский край, г Сочи, р-н Хостинский, ул Урожайная, д. 10 ",Частный,3,1,896,1130,915,1760,1107,1495,1591,1995,1271,606,930,727,700.00
6512,0,"Краснодарский край, р-н Староминский, ст-ца Староминская, ул В.Петренко, д. 32 ",Частный,2,1,,336,74,,91,5275,4157,1313,2029,,,,
6513,0,"Краснодарский край, р-н Отрадненский, с Благодарное, ул Комсомольская, д. 66 ",Частный,5,5,3000,3000,3000,3000,3043,2900,2900,2500,2800,3000,8761,1939,68.30
6514,0,"Краснодарский край, г Сочи, с Измайловка, ул Измайловская, д. 166 Б",Частный,3,1,7378,6271,4700,1549,4762,387,459,1581,1072,1707,4949,3453,154.30
6515,1,"Краснодарский край, г Сочи, с Каштаны, ул Мичурина, д. 1 ",Частный,3,3,2622,2079,1499,1229,1031,1305,1755,1814,1843,1313,1140,1227,
6516,1,"Краснодарский край, р-н Новопокровский, ст-ца Новопокровская, пер Комсомольский, д. 18 ",Частный,2,1,,,,29,67,73,44,88,1010,2320,,,40.20
6517,1,"Краснодарский край, р-н Отрадненский, ст-ца Отрадная, ул Октябрьская, д. 2 г",Частный,3,5,240,240,240,240,240,240,240,240,240,240,240,240,
6518,1,"Краснодарский край, г Сочи, р-н Хостинский, ул Камо, д. 3 А Участок",Частный,3,1,1863,1478,1073,937,971,1195,776,842,1198,990,1122,795,800.00
6519,0,"Республика Адыгея, г Майкоп, ст-ца Ханская, ул Революционная, д. 49 а",Частный,4,1,2483,3300,,3415,2379,2300,2351,2000,2259,2043,2295,2006,
6520,0,"Краснодарский край, г Сочи, пгт Красная Поляна, ул Хмелевская, д. 111 ",Частный,3,2,2990,2483,2110,2332,2214,571,743,680,497,556,1094,1213,217.30
6521,0,"Краснодарский край, р-н Отрадненский, ст-ца Отрадная, ул Северная, д. 35 а",Частный,4,2,292,507,351,408,429,252,315,323,254,343,288,342,142.30
6522,0,"Краснодарский край, р-н Ленинградский, ст-ца Ленинградская, ул Лагерная, д. 15 Ж",Частный,4,1,2503,1968,2431,4623,4127,4724,6250,4453,3338,1856,1857,1509,1000.80
6523,0,"Республика Адыгея, р-н Майкопский, п Каменномостский, ул Лермонтова, д. 15 ",Частный,3,3,659,609,659,583,602,516,455,574,430,345,454,444,
6524,1,"Краснодарский край, г Сочи, пгт Красная Поляна, ул Заповедная, д. 3 ",Частный,10,1,7861,6042,4958,4114,3654,4176,4656,5085,4267,4201,4398,3337,750.60
6525,0,"Краснодарский край, р-н Успенский, с Успенское, ул Крупской, д. 5 ",Частный,2,1,1234,1220,540,98,2574,33,,58,49,3129,1183,1204,30.80
6526,0,"Краснодарский край, г Сочи, р-н Хостинский, ул Бытха, д. 35 ",Частный,2,1,10710,10140,9390,7650,7110,9210,15870,13860,11430,7140,7410,7320,50.00
6527,0,"Краснодарский край, р-н Староминский, ст-ца Староминская, пер Веселый, д. 22 ",Частный,3,3,5448,4281,4414,764,4432,4066,3223,3682,4385,3386,4203,6965,
6528,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Фермерская, д. 11 ",Частный,3,3,1620,1801,1604,1574,2577,7291,9690,11348,10116,6482,1622,1431,
6529,0,"Краснодарский край, г Сочи, р-н Хостинский, ул Фурманова, д. 0 ",Частный,3,3,20768,22028,14948,12944,9668,5228,7328,8348,6728,6968,12548,16508,549.00
6530,0,"Республика Адыгея, р-н Гиагинский, ст-ца Дондуковская, ул Октябрьская, д. 168 а",Частный,3,3,1540,1383,2399,3081,1949,2489,2813,2592,2387,2258,1758,1216,
6531,0,"Краснодарский край, р-н Новопокровский, ст-ца Новопокровская, ул Заречная, д. 65 ",Частный,5,6,389,4509,3180,3650,3452,2948,2949,6077,2865,4807,3626,3547,133.70
6532,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Просвещения, д. 186 ",Частный,5,2,695,430,2,1773,2157,1740,955,2270,1475,552,445,680,391.20
6533,0,"Краснодарский край, г Сочи, р-н Хостинский, ул Шоссейная, д. 88 ",Частный,3,1,90200,67806,53760,38126,34366,34657,39785,46686,40886,33077,32610,35044,620.00
6534,1,"Республика Адыгея, р-н Гиагинский, ст-ца Дондуковская, ул Северная, д. 41 ",Частный,3,3,1923,2114,5598,2199,2816,2900,2427,2138,1926,2994,2294,252,44.70
6535,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Просвещения, д. 85 ",Частный,3,1,1096,1440,1077,963,935,1786,2710,3579,2833,1332,946,940,37.40
6536,0,"Краснодарский край, пгт. Сириус, ул 65 лет Победы, д. 41 ",Частный,6,2,376,361,423,436,369,326,573,621,492,217,191,211,309.70
6537,1,"Краснодарский край, г Сочи, р-н Хостинский, пер Привольный, д. 8 1, кв. 11 п",Многоквартирный,1,1,1032,1014,1005,726,341,483,442,381,344,349,535,628,46.70
6538,0,"Краснодарский край, р-н Успенский, с Марьино, ул Центральная, д. 32 , кв. 5 ",Частный,3,1,,,,8,1207,,54,54,52,142,142,,45.00
6539,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Медовая, д. 41 ",Частный,3,1,5310,3604,3500,3674,3124,2951,3809,7111,8409,3262,3394,2377,825.70
6540,0,"Краснодарский край, пгт. Сириус, ул Каспийская, д. 37 ",Частный,6,3,244,954,895,1000,627,4446,3693,1965,1156,972,,,100.00
6541,0,"Краснодарский край, г Сочи, р-н Хостинский, пер Мостовой, д. 5 б",Частный,3,3,8516,6542,5746,1880,3251,1690,1716,1838,1832,2531,3981,3674,
6542,0,"Республика Адыгея, р-н Майкопский, п Тульский, ул Центральная, д. 19 ",Частный,1,8,,3985,3192,2004,4697,3985,4010,4074,2011,3249,2925,3540,
6543,0,"Краснодарский край, пгт. Сириус, ул Мзымтинская, д. 2 М",Частный,3,3,3088,3502,3918,2546,3161,4162,1868,1852,1484,819,1787,1617,
6544,0,"Краснодарский край, тер. СНТ Аэропорт, ул Розовая, д. 8 ",Прочий,1,1,949,640,768,678,724,665,583,597,631,741,1017,1246,570.00
6545,0,"Краснодарский край, р-н Гулькевичский, п Венцы, ул Советская, д. 20 , кв. 36 ",Многоквартирный,3,3,388,269,349,214,448,219,55,139,285,522,408,341,56.20
6546,1,"Республика Адыгея, г Майкоп, ст-ца Ханская, ул Верещагина, д. 2 Е",Частный,1,1,1363,,11427,1918,1918,,1939,13824,2029,2029,1406,1634,
6547,1,"Краснодарский край, пгт. Сириус, ул Набережная, д. 51 ",Частный,18,3,1431,1037,1081,806,783,1615,3132,3035,2379,980,707,525,
6548,0,"Краснодарский край, с Пластунка, пер Бригадный, д. 10 1",Частный,3,3,8331,,10242,2038,4770,1583,1021,1225,1231,1909,4678,3394,188.00
6549,0,"Краснодарский край, р-н Гулькевичский, с Новомихайловское, ул Советская, д. 48 ",Частный,2,2,1000,100,500,500,100,500,500,1000,1000,,500,500,50.10
6550,0,"Республика Адыгея, р-н Майкопский, п Удобный, ул Новая, д. 12 ",Частный,7,1,419,364,499,466,483,393,550,867,764,515,357,398,
6551,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Авиационная, д. 1 а",Частный,2,1,6022,9381,5728,3740,4064,4013,1669,6978,5411,3567,4279,4075,512.10
6552,0,"Краснодарский край, р-н Мостовский, пгт Мостовской, ул Урицкого, д. 50 ",Частный,4,4,2308,2085,1221,885,576,284,298,242,227,419,1439,1385,48.00
6553,1,"Краснодарский край, р-н Гулькевичский, с Отрадо-Кубанское, ул Калинина, д. 7 ",Частный,3,3,1518,1630,,2428,1761,2362,1926,2493,3560,2199,1200,1200,
6554,0,"Краснодарский край, р-н Кавказский, ст-ца Казанская, ул Прикубанская, д. 217 ",Частный,2,2,3284,3340,2870,1982,2709,8,1087,5,11150,1427,2371,2339,38.90
6555,0,"Краснодарский край, г Сочи, пгт Красная Поляна, ул Ставропольская, д. 12 ",Частный,3,3,2607,2335,2146,2224,2308,1824,2099,2214,1903,1513,1050,2020,103.90
6556,1,"Краснодарский край, р-н Мостовский, пгт Мостовской, ул Кирова, д. 46 ",Частный,3,1,2500,1504,1539,1526,1000,1058,788,993,15,15,20,500,
6557,0,"Республика Адыгея, р-н Майкопский, п Тульский, ул Московская, д. 208 ",Частный,2,2,1207,990,1005,756,1054,570,802,611,413,415,777,1177,
6558,0,"Краснодарский край, р-н Гулькевичский, с Новоукраинское, ул Красная, д. 28 ",Частный,2,2,425,471,4024,7419,2596,5128,3970,3072,400,395,374,390,56.70
6559,1,"Краснодарский край, г Сочи, пгт Красная Поляна, ул Вознесенская, д. 34 ",Частный,3,3,5517,4855,3781,2748,1286,1185,1272,1696,1218,1365,1674,1655,
6560,0,"Краснодарский край, р-н Мостовский, пгт Мостовской, ул Буденного, д. 204 ",Частный,4,3,969,960,600,375,709,247,,311,140,375,331,618,60.00
6561,0,"Республика Адыгея, р-н Майкопский, п Первомайский, ул Спортивная, д. 2 ",Частный,3,1,457,602,450,605,557,208,582,524,464,428,437,616,
6562,1,"Краснодарский край, г Сочи, р-н Хостинский, пер Привольный, д. 8 1, кв. 21 п",Многоквартирный,3,1,325,85,93,102,188,286,392,269,259,149,348,333,56.40
6563,0,"Краснодарский край, г Сочи, пгт Красная Поляна, ул Волоколамская, д. 68 ",Частный,3,1,1217,2255,1257,1227,270,80,44,494,478,856,1041,603,36.60
6564,0,"Краснодарский край, р-н Мостовский, ст-ца Баговская, ул Железнодорожная, д. 3 А",Частный,1,3,601,601,595,678,361,513,165,340,250,450,1138,496,
6565,1,"Краснодарский край, р-н Павловский, ст-ца Павловская, ул Гражданская, д. 90 А",Частный,2,,607,536,448,531,116,226,156,211,238,179,311,515,
6566,1,"Краснодарский край, г Сочи, р-н Хостинский, ул Искры, д. 37 , кв. 5 ",Многоквартирный,3,1,20,24,14,15,24,52,65,75,11,7,9,10,51.20
6567,1,"Краснодарский край, г Сочи, пгт Красная Поляна, ул Волоколамская, д. 84 ",Частный,3,3,3630,3098,2287,2271,2659,2748,3047,2699,2363,2547,2338,1740,125.60
6568,1,"Краснодарский край, р-н Лабинский, ст-ца Ахметовская, ул Советская, д. 190 ",Частный,3,2,3776,3671,3237,2778,3280,1190,1844,2008,1534,1584,2286,2623,33.30
6569,0,"Краснодарский край, р-н Павловский, ст-ца Павловская, ул Пролетарская, д. 17 ",Частный,4,3,3467,3676,4424,2045,2000,1577,1630,3467,1704,2000,1250,2481,26.70
6570,0,"Краснодарский край, р-н Павловский, ст-ца Атаманская, ул Красная, д. 18 а",Частный,2,4,474,448,410,469,213,727,784,650,538,263,363,351,53.20
6571,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Чкалова, д. 22 1",Частный,3,3,374,267,206,389,428,1920,3998,5316,3052,439,127,216,
6572,0,"Краснодарский край, р-н Мостовский, пгт Псебай, ул Первомайская, д. 76 а",Частный,3,3,,0,20700,178,108,5,6,84,84,166,,,
6573,0,"Краснодарский край, р-н Новопокровский, п Кубанский, ул Пролетарская, д. 1 , кв. 1 ",Частный,3,3,225,255,255,240,240,105,300,345,240,255,390,120,
6574,0,"Краснодарский край, р-н Новопокровский, ст-ца Новопокровская, ул Московская, д. 18 ",Частный,2,1,2372,2039,1820,872,256,295,176,320,302,337,1036,1628,29.40
6575,0,"Краснодарский край, г Сочи, с Верхнениколаевское, ул Кузнечная, д. 35 ",Частный,3,3,780,701,650,662,647,653,867,708,460,414,422,378,1000.00
6576,1,"Краснодарский край, р-н Центральный, г Сочи, ул Конституции СССР, д. 20 , кв. 23 ",Многоквартирный,2,1,37,26,58,115,235,303,473,435,100,27,36,29,58.60
6577,0,"Краснодарский край, р-н Павловский, х Красный, ул Советская, д. 25 ",Частный,3,,1710,1434,1148,1085,1230,1073,1337,1233,1193,1233,1193,972,37.40
6578,0,"Краснодарский край, р-н Новопокровский, п Кубанский, ул Линейная, д. 35 ",Прочий,,,,2927,1990,1113,1902,591,475,514,685,707,685,,
6579,1,"Краснодарский край, г Сочи, с Эстосадок, ул Эстонская, д. 1 ",Частный,3,3,1280,624,1820,0,0,0,0,300,656,1404,2307,863,181.00
6580,0,"Краснодарский край, р-н Центральный, г Сочи, ул Макаренко, д. 28 Дом",Частный,1,1,404,281,280,323,288,62,1145,735,585,316,261,192,86.60
6581,0,"Краснодарский край, г Сочи, пгт Красная Поляна, ул Вознесенская, д. 31 ",Частный,3,1,5790,4062,3429,3078,3076,2990,922,,,7601,5103,2397,
6582,0,"Краснодарский край, р-н Апшеронский, с Вперед, ул Молодежная, д. 2 а",Частный,3,3,7458,6131,9675,2098,269,90,232,267,154,101,1267,8809,
6583,0,"Краснодарский край, г Сочи, пгт Красная Поляна, ул ГЭС, д. 51 ",Частный,3,3,1782,2041,1950,1271,1786,1013,1241,1370,1243,1243,1171,1711,
6584,0,"Краснодарский край, р-н Центральный, г Сочи, пер Рабочий, д. 20 А",Частный,3,1,5236,4750,4584,3619,4262,3288,3330,2580,2651,2199,3542,2709,244.30
6585,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Просвещения, д. 130 ",Частный,3,1,964,1109,887,625,455,1601,900,3283,1322,591,676,866,
6586,1,"Краснодарский край, р-н Староминский, ст-ца Канеловская, ул Пионерская, д. 25 а",Частный,1,1,3856,,2736,,5200,4700,4679,4600,,2500,12619,2477,
6587,1,"Краснодарский край, пгт. Сириус, ул Общинная, д. 22 А",Частный,4,3,606,515,446,442,470,670,2084,1789,1574,347,568,394,219.40
6588,0,"Краснодарский край, р-н Усть-Лабинский, ст-ца Воронежская, ул Садовая, д. 233 Б",Частный,3,3,138,166,301,120,162,221,567,427,237,105,112,105,
6589,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Павлика Морозова, д. 64 б",Частный,3,3,911,2614,2612,0,0,0,2611,2611,2611,2611,2611,2611,
6590,1,"Краснодарский край, р-н Староминский, ст-ца Староминская, ул В.Петренко, д. 82 , кв. 1 ",Гараж,,,0,0,0,104,19,19,19,20,,0,0,0,54.10
6591,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Ленина, д. 219 б",Частный,3,3,5005,2397,3468,6995,7028,49,27709,18060,9767,7582,4196,853,1184.40
6592,1,"Краснодарский край, р-н Усть-Лабинский, ст-ца Воронежская, ул Мира, д. 73 ",Частный,3,3,3457,2933,4277,3494,3098,3291,2809,1681,715,914,1577,2091,
6593,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Просвещения, д. 173 ",Частный,3,3,1307,1273,1123,1004,921,3921,7581,8617,6903,3443,792,738,416.60
6594,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Урожайная, д. 108 ",Частный,2,3,3344,2305,1344,974,1066,2043,2065,5121,2737,1897,1462,3575,670.80
6595,1,"Краснодарский край, г Сочи, с Лесное, ул Буденовская, д. 18 Б",Частный,3,3,3794,5200,3397,3262,3563,3449,3325,4494,3392,3193,3469,2532,111.20
6596,0,"Краснодарский край, р-н Усть-Лабинский, ст-ца Воронежская, ул Садовая, д. 213 , кв. 1 ",Частный,3,3,122,141,129,139,146,234,393,225,234,134,136,187,
6597,0,"Краснодарский край, пгт. Сириус, ул Ружейная, д. 37 ",Частный,5,3,4440,3813,3116,3117,3464,3534,4701,4076,4843,3127,3456,2497,2044.20
6598,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Урожайная, д. 108 ",Частный,3,3,3133,2865,3109,3424,2877,475,3837,4137,9693,2263,23243,1986,
6599,0,"Краснодарский край, г Сочи, р-н Адлерский, ул Каспийская, д. 0 ",Частный,3,3,1718,1344,2565,5179,1716,6021,6215,6726,5910,5820,3392,2504,300.00
6600,0,"Краснодарский край, р-н Усть-Лабинский, ст-ца Воронежская, ул Садовая, д. 8 ",Частный,3,1,2500,1306,794,550,1408,1373,1592,1308,500,633,2067,1800,
6601,0,"Краснодарский край, г Сочи, с Веселое, снт Зеленая горка, д. 1 ",Частный,3,3,4063,4335,4136,4666,4053,2575,3412,3349,2796,2724,2927,2672,554.00
6602,1,"Краснодарский край, пгт. Сириус, ул Нижнеимеретинская, д. 155 ",Частный,3,3,7390,8488,6666,4167,2906,2884,4368,5643,4017,2882,5119,3963,
6603,0,"Краснодарский край, р-н Лабинский, ст-ца Ахметовская, ул Ключевая, д. 11 ",Частный,1,1,693,961,985,869,843,837,636,675,1,1036,27,678,4000.00
6604,1,"Краснодарский край, ст-ца Новотитаровская, ул Восточная, д. 38 ",Частный,3,7,306,315,280,396,339,326,352,375,334,191,470,375,
6605,0,"Краснодарский край, пгт. Сириус, ул Тюльпанов, д. 0 ",Частный,1,3,0,0,0,0,6736,4969,7223,8290,6778,2670,,0,526.00
6606,0,"Краснодарский край, г Сочи, с Высокое, ул Геленджикская, д. 619 ",Частный,3,1,8272,5579,6302,5648,6096,7096,9225,9965,7129,4954,4216,3891,
6607,0,"Краснодарский край, р-н Лабинский, ст-ца Вознесенская, ул Победы, д. 70 ",Частный,2,1,2731,2629,541,2604,861,1146,508,275,188,836,1940,2512,25.40
6608,0,"Краснодарский край, ст-ца Новотитаровская, ул Луначарского, д. 445 ",Частный,2,1,128,208,128,141,38,157,98,124,134,136,167,152,45.50
6609,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Ульянова, д. 10 ",Частный,3,1,662,444,720,966,701,,336,514,379,206,407,126,663.40
6610,0,"Краснодарский край, г Сочи, с Бестужевское, ул Пензенская, д. 51 ",Частный,1,4,19000,20560,18040,16200,20640,17600,16640,24800,17920,15720,22240,14920,954.00
6611,0,"Краснодарский край, р-н Тбилисский, с Ванновское, ул Пролетарская, д. 85 ",Частный,3,4,364,528,525,551,377,914,603,740,570,930,1253,1263,47.50
6612,1,"Республика Адыгея, р-н Тахтамукайский, пгт Яблоновский, ул Пушкина, д. 45 ",Частный,3,7,2693,2226,1866,1796,2098,3055,3337,4212,2839,2027,1904,1210,
6613,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Ленина, д. 282 ..",Частный,3,3,1200,1020,840,780,780,365,2400,3060,2160,1680,1020,900,1713.00
6614,1,"Краснодарский край, г Сочи, с Эстосадок, ул Эстонская, д. 78 ",Частный,3,3,5400,3089,5320,2880,4310,2560,,2200,2440,2480,3080,3480,111.80
6615,0,"Краснодарский край, р-н Тбилисский, ст-ца Тбилисская, ул Октябрьская, д. 259 а",Частный,4,1,153,153,153,153,153,1161,1667,1489,1509,1349,2408,153,101.00
6616,0,"Краснодарский край, р-н Красноармейский, ст-ца Ивановская, ул Красная, д. 188 ",Частный,4,2,252,227,252,229,190,325,290,252,244,252,244,252,55.20
6617,0,"Краснодарский край, г Сочи, р-н Адлерский, ул Ленина, д. 42 .",Частный,3,5,854,993,1189,951,874,1090,1682,1731,1266,576,406,300,
